id	at_bats	hits
697	150	30
698	15	2
699	394	146
700	8	4
701	450	108
702	407	81
703	334	108
704	161	73
705	150	61
706	450	281
707	351	109
708	5	0
709	150	41
710	450	126
711	150	58
712	432	135
713	358	102
714	14	5
715	10	4
716	150	38
717	13	6
718	372	111
719	210	44
720	450	171
721	9	4
722	18	3
723	233	85
724	450	103
725	450	184
726	17	3
727	324	111
728	215	35
729	189	26
730	450	188
731	159	49
732	150	65
733	6	1
734	450	222
735	336	98
736	280	94
737	17	7
738	318	150
739	381	159
740	379	155
741	420	121
742	374	72
743	251	54
744	165	34
745	150	54
746	370	153
747	339	93
748	440	159
749	10	5
750	150	57
751	236	81
752	162	46
753	204	63
754	185	60
755	450	96
756	422	160
757	329	62
758	348	90
759	405	249
760	450	92
761	296	88
762	279	76
763	450	120
764	378	136
765	166	45
766	257	26
767	203	73
768	388	158
769	8	2
770	402	163
771	270	124
772	450	150
773	450	66
774	278	84
775	331	100
776	450	117
777	450	122
778	450	114
779	450	41
780	450	106
781	219	79
782	263	76
783	153	49
784	450	142
785	150	59
786	4	1
787	348	75
788	450	179
789	219	50
790	450	53
791	450	27
792	403	141
793	12	2
794	342	118
795	311	108
796	220	94
797	150	37
798	250	121
799	215	58
800	450	144
801	391	130
802	377	95
803	220	75
804	342	108
805	230	74
806	428	112
807	12	6
808	312	109
809	354	183
810	8	0
811	322	57
812	334	86
813	150	0
814	342	91
815	303	67
816	450	164
817	301	76
818	371	109
819	150	55
820	393	124
821	155	32
822	150	34
823	150	48
824	301	51
825	423	154
826	450	109
827	150	77
828	450	156
829	193	68
830	277	84
831	392	161
832	292	55
833	304	121
834	450	207
835	407	124
836	369	169
837	417	93
838	450	182
839	369	80
840	230	49
841	150	54
842	301	60
843	217	104
844	150	47
845	150	42
846	150	61
847	334	84
848	3	0
849	150	44
850	274	101
851	450	147
852	400	97
853	4	0
854	2	0
855	11	3
856	8	0
857	15	2
858	383	130
859	450	120
860	260	53
861	13	3
862	246	66
863	188	43
864	300	98
865	450	164
866	180	47
867	245	46
868	0	0
869	418	96
870	150	59
871	150	53
872	356	63
873	270	81
874	374	94
875	364	109
876	150	28
877	263	102
878	426	144
879	215	31
880	150	53
881	450	157
882	268	86
883	281	108
884	339	76
885	412	87
886	229	78
887	228	85
888	295	44
889	450	158
890	450	113
891	256	54
892	5	0
893	421	83
894	168	51
895	169	19
896	179	46
897	242	90
898	382	113
899	364	184
900	447	122
901	150	69
902	12	6
903	447	53
904	450	88
905	353	73
906	2	1
907	432	97
908	220	49
909	392	156
910	150	51
911	381	174
912	16	3
913	450	180
914	150	30
915	450	155
916	252	78
917	150	36
918	6	3
919	401	104
920	169	33
921	7	2
922	230	94
923	150	56
924	225	124
925	422	128
926	17	4
927	183	60
928	355	96
929	216	40
930	248	48
931	244	67
932	450	30
933	367	63
934	280	89
935	448	72
936	276	95
937	354	113
938	8	3
939	297	150
940	357	125
941	7	2
942	436	125
943	255	79
944	289	36
945	12	1
946	391	58
947	344	115
948	13	8
949	424	115
950	265	85
951	396	154
952	327	139
953	450	88
954	165	55
955	398	142
956	381	122
957	179	53
958	196	35
959	150	31
960	150	52
961	395	51
962	377	154
963	450	95
964	8	2
965	17	6
966	327	129
967	352	150
968	14	2
969	244	95
970	5	0
971	450	72
972	16	2
973	248	101
974	297	89
975	422	179
976	17	2
977	423	71
978	150	56
979	150	66
980	177	41
981	450	79
982	193	72
983	311	165
984	150	61
985	442	166
986	396	101
987	279	142
988	398	40
989	288	93
990	328	71
991	13	5
992	150	57
993	11	3
994	450	86
995	221	74
996	391	94
997	150	56
998	425	93
999	150	50
1000	205	70
1001	237	80
1002	150	34
1003	216	15
1004	317	80
1005	282	68
1006	150	29
1007	428	141
1008	334	80
1009	150	38
1010	329	149
1011	150	60
1012	448	99
1013	8	2
1014	150	28
1015	329	132
1016	7	4
1017	450	161
1018	8	2
1019	450	168
1020	450	175
1021	290	90
1022	246	48
1023	2	0
1024	450	135
1025	326	105
1026	7	4
1027	184	41
1028	425	207
1029	280	44
1030	273	77
1031	150	41
1032	150	44
1033	150	64
1034	450	85
1035	300	115
1036	14	3
1037	256	23
1038	9	2
1039	150	58
1040	450	75
1041	150	30
1042	246	33
1043	8	1
1044	370	89
1045	360	150
1046	16	7
1047	150	21
1048	360	106
1049	8	2
1050	172	33
1051	198	31
1052	0	0
1053	9	4
1054	364	77
1055	150	50
1056	294	85
1057	421	149
1058	450	89
1059	150	45
1060	150	53
1061	275	44
1062	158	36
1063	10	3
1064	22	12
1065	16	2
1066	319	121
1067	161	65
1068	450	150
1069	450	255
1070	243	40
1071	351	97
1072	450	172
1073	22	1
1074	152	32
1075	377	139
1076	401	33
1077	14	3
1078	450	102
1079	450	0
1080	157	58
1081	13	2
1082	450	177
1083	150	51
1084	402	53
1085	354	123
1086	450	49
1087	15	3
1088	289	127
1089	220	27
1090	446	66
1091	407	89
1092	450	181
1093	181	51
1094	6	2
1095	450	117
1096	304	102
1097	405	126
1098	407	73
1099	2	2
1100	285	85
1101	295	51
1102	340	43
1103	4	3
1104	150	23
1105	7	1
1106	154	67
1107	271	32
1108	375	115
1109	381	126
1110	450	114
1111	173	40
1112	348	116
1113	9	2
1114	14	9
1115	158	19
1116	276	98
1117	258	73
1118	153	54
1119	9	1
1120	250	79
1121	450	95
1122	220	118
1123	17	8
1124	14	2
1125	8	4
1126	333	120
1127	253	83
1128	150	72
1129	450	200
1130	450	138
1131	12	1
1132	300	46
1133	150	32
1134	439	11
1135	191	73
1136	282	97
1137	150	13
1138	8	3
1139	450	109
1140	9	2
1141	378	79
1142	450	149
1143	150	59
1144	150	42
1145	395	144
1146	12	3
1147	150	51
1148	252	89
1149	330	116
1150	12	6
1151	177	78
1152	415	238
1153	436	131
1154	450	156
1155	150	27
1156	356	23
1157	150	33
1158	450	220
1159	202	80
1160	254	81
1161	196	80
1162	413	143
1163	150	24
1164	265	52
1165	258	118
1166	183	71
1167	450	127
1168	344	121
1169	450	77
1170	450	198
1171	294	75
1172	9	3
1173	260	70
1174	7	1
1175	13	8
1176	231	72
1177	150	14
1178	445	223
1179	5	2
1180	335	82
1181	150	61
1182	233	92
1183	450	172
1184	413	161
1185	168	32
1186	150	54
1187	247	95
1188	150	80
1189	15	3
1190	384	104
1191	224	47
1192	272	76
1193	324	115
1194	150	70
1195	150	37
1196	333	91
1197	229	84
1198	12	5
1199	313	98
1200	450	136
1201	450	84
1202	11	0
1203	328	125
1204	150	59
1205	19	4
1206	10	4
1207	150	22
1208	450	134
1209	450	117
1210	10	1
1211	381	56
1212	6	1
1213	232	64
1214	267	76
1215	12	0
1216	444	20
1217	1	1
1218	9	5
1219	300	64
1220	450	95
1221	331	26
1222	364	57
1223	265	105
1224	150	65
1225	150	49
1226	450	221
1227	281	78
1228	190	84
1229	425	90
1230	7	2
1231	281	72
1232	297	22
1233	195	47
1234	368	157
1235	349	97
1236	293	49
1237	450	100
1238	450	157
1239	247	67
1240	309	52
1241	210	55
1242	11	2
1243	318	92
1244	12	6
1245	362	37
1246	4	3
1247	13	4
1248	367	117
1249	150	47
1250	364	0
1251	150	48
1252	14	6
1253	392	56
1254	441	97
1255	352	37
1256	356	109
1257	285	96
1258	283	102
1259	7	3
1260	396	98
1261	373	180
1262	450	101
1263	333	74
1264	450	127
1265	150	44
1266	161	61
1267	450	157
1268	264	73
1269	174	67
1270	408	127
1271	277	56
1272	344	108
1273	416	88
1274	150	34
1275	160	53
1276	450	142
1277	10	4
1278	432	74
1279	313	98
1280	450	16
1281	435	186
1282	407	119
1283	226	86
1284	311	123
1285	399	85
1286	252	38
1287	150	24
1288	450	99
1289	150	74
1290	450	78
1291	378	79
1292	421	125
1293	1	1
1294	434	149
1295	11	5
1296	7	2
1297	241	74
1298	421	125
1299	176	46
1300	450	131
1301	192	27
1302	17	0
1303	283	98
1304	166	49
1305	191	46
1306	316	91
1307	10	5
1308	251	90
1309	246	31
1310	349	140
1311	450	172
1312	7	2
1313	175	77
1314	262	22
1315	450	206
1316	9	3
1317	150	48
1318	377	128
1319	450	151
1320	285	94
1321	417	91
1322	382	174
1323	338	59
1324	349	45
1325	309	111
1326	450	138
1327	192	53
1328	11	2
1329	301	88
1330	181	54
1331	193	24
1332	306	132
1333	238	102
1334	388	76
1335	341	111
1336	150	47
1337	150	52
1338	150	50
1339	176	40
1340	283	42
1341	9	6
1342	365	119
1343	447	79
1344	244	78
1345	157	36
1346	317	85
1347	253	97
1348	150	45
1349	275	126
1350	423	79
1351	150	35
1352	202	38
1353	254	57
1354	231	104
1355	422	220
1356	9	0
1357	406	118
1358	387	125
1359	272	52
1360	321	88
1361	450	159
1362	324	118
1363	7	1
1364	12	7
1365	150	21
1366	175	62
1367	445	103
1368	450	135
1369	343	85
1370	445	137
1371	157	54
1372	203	61
1373	394	127
1374	343	133
1375	306	73
1376	450	207
1377	450	172
1378	150	27
1379	11	6
1380	199	33
1381	421	134
1382	7	2
1383	3	1
1384	450	136
1385	450	103
1386	374	135
1387	252	64
1388	5	0
1389	13	4
1390	291	56
1391	268	60
1392	217	77
1393	11	1
1394	216	52
1395	450	133
1396	270	63
1397	267	111
1398	208	63
1399	8	0
1400	256	95
1401	7	0
1402	381	161
1403	4	2
1404	309	107
1405	450	178
1406	382	147
1407	3	0
1408	187	85
1409	450	132
1410	450	130
1411	245	79
1412	354	116
1413	359	66
1414	360	127
1415	334	153
1416	299	79
1417	327	114
1418	1	0
1419	186	77
1420	450	163
1421	325	99
1422	274	69
1423	287	106
1424	2	1
1425	300	137
1426	338	96
1427	321	90
1428	312	42
1429	11	2
1430	150	54
1431	450	125
1432	13	5
1433	366	152
1434	438	93
1435	150	66
1436	450	106
1437	328	99
1438	284	112
1439	281	78
1440	150	68
1441	156	28
1442	450	190
1443	375	158
1444	450	166
1445	388	161
1446	321	66
1447	332	93
1448	18	11
1449	398	134
1450	450	144
1451	295	79
1452	450	162
1453	7	0
1454	14	3
1455	450	142
1456	372	104
1457	345	85
1458	150	49
1459	258	99
1460	16	10
1461	430	149
1462	450	90
1463	330	108
1464	235	87
1465	150	42
1466	0	0
1467	170	47
1468	218	71
1469	450	161
1470	150	18
1471	194	60
1472	4	2
1473	150	30
1474	450	198
1475	6	0
1476	156	32
1477	216	88
1478	288	96
1479	14	5
1480	379	62
1481	379	74
1482	228	63
1483	11	2
1484	6	3
1485	450	79
1486	446	120
1487	14	5
1488	7	2
1489	300	118
1490	242	45
1491	382	104
1492	7	1
1493	431	55
1494	14	8
1495	343	101
1496	150	76
1497	175	41
1498	183	45
1499	450	111
1500	150	32
1501	9	4
1502	267	118
1503	6	1
1504	251	67
1505	9	2
1506	193	65
1507	12	4
1508	295	30
1509	150	23
1510	226	84
1511	450	209
1512	150	52
1513	386	87
1514	150	53
1515	8	3
1516	9	4
1517	435	164
1518	162	50
1519	234	59
1520	269	96
1521	450	190
1522	150	43
1523	4	2
1524	440	121
1525	245	61
1526	450	143
1527	450	90
1528	12	2
1529	450	155
1530	329	155
1531	229	70
1532	323	155
1533	398	185
1534	450	73
1535	150	60
1536	6	3
1537	233	39
1538	423	83
1539	248	98
1540	232	70
1541	360	78
1542	354	104
1543	6	2
1544	373	55
1545	234	114
1546	450	87
1547	269	86
1548	297	101
1549	360	108
1550	429	105
1551	4	1
1552	7	3
1553	10	4
1554	150	68
1555	316	89
1556	409	76
1557	150	55
1558	150	25
1559	200	12
1560	450	154
1561	450	125
1562	227	41
1563	450	121
1564	229	37
1565	274	117
1566	377	88
1567	351	131
1568	292	52
1569	360	136
1570	411	82
1571	150	35
1572	426	50
1573	3	1
1574	4	2
1575	417	179
1576	173	61
1577	428	155
1578	282	39
1579	19	6
1580	150	66
1581	5	4
1582	407	177
1583	150	58
1584	18	1
1585	308	78
1586	183	47
1587	279	24
1588	439	131
1589	10	3
1590	11	3
1591	18	3
1592	347	85
1593	311	87
1594	315	79
1595	241	61
1596	233	58
1597	283	41
1598	317	139
1599	343	104
1600	408	143
1601	352	103
1602	150	42
1603	450	8
1604	365	30
1605	150	65
1606	150	37
1607	450	145
1608	224	114
1609	150	44
1610	393	119
1611	150	41
1612	334	96
1613	413	48
1614	151	42
1615	207	64
1616	5	1
1617	150	57
1618	9	1
1619	175	72
1620	150	30
1621	385	151
1622	238	49
1623	150	22
1624	191	80
1625	227	30
1626	12	2
1627	8	0
1628	450	142
1629	450	181
1630	150	43
1631	265	88
1632	345	76
1633	260	67
1634	429	147
1635	404	113
1636	190	58
1637	313	110
1638	309	49
1639	189	59
1640	150	28
1641	263	86
1642	332	131
1643	203	72
1644	172	71
1645	298	121
1646	9	3
1647	436	184
1648	348	115
1649	450	121
1650	156	8
1651	245	95
1652	281	108
1653	351	140
1654	167	41
1655	209	63
1656	215	50
1657	196	49
1658	364	119
1659	5	2
1660	389	106
1661	345	87
1662	16	6
1663	8	2
1664	334	88
1665	164	58
1666	19	6
1667	10	1
1668	281	46
1669	2	1
1670	150	60
1671	150	46
1672	385	125
1673	322	68
1674	450	159
1675	230	70
1676	161	52
1677	354	49
1678	6	1
1679	403	147
1680	168	46
1681	230	101
1682	150	46
1683	450	221
1684	450	62
1685	355	176
1686	248	30
1687	221	76
1688	450	117
1689	208	63
1690	254	86
1691	0	0
1692	5	2
1693	150	49
1694	301	119
1695	278	44
1696	7	1
1697	150	34
1698	150	55
1699	164	58
1700	281	94
1701	171	58
1702	282	104
1703	450	156
1704	349	149
1705	150	51
1706	450	163
1707	450	195
1708	150	46
1709	390	173
1710	150	40
1711	450	117
1712	379	101
1713	150	40
1714	227	5
1715	244	93
1716	360	69
1717	167	59
1718	150	46
1719	344	67
1720	258	76
1721	237	79
1722	401	133
1723	262	120
1724	18	9
1725	10	1
1726	345	86
1727	150	28
1728	150	43
1729	450	142
1730	450	203
1731	12	5
1732	315	38
1733	8	5
1734	450	119
1735	421	95
1736	214	39
1737	442	176
1738	450	139
1739	426	165
1740	413	149
1741	368	65
1742	150	56
1743	265	85
1744	13	5
1745	450	196
1746	176	65
1747	209	75
1748	150	48
1749	180	60
1750	150	24
1751	22	14
1752	175	21
1753	150	56
1754	309	74
1755	450	205
1756	326	98
1757	0	0
1758	450	95
1759	150	33
1760	450	159
1761	8	3
1762	450	129
1763	260	85
1764	150	28
1765	150	43
1766	188	58
1767	187	79
1768	410	173
1769	6	5
1770	8	1
1771	298	122
1772	450	117
1773	450	203
1774	450	120
1775	166	66
1776	289	118
1777	244	36
1778	188	37
1779	151	49
1780	236	41
1781	450	149
1782	179	70
1783	150	51
1784	450	180
1785	192	69
1786	447	60
1787	313	92
1788	303	144
1789	299	86
1790	450	192
1791	7	2
1792	208	60
1793	243	108
1794	228	84
1795	450	103
1796	324	121
1797	5	1
1798	5	2
1799	205	55
1800	8	3
1801	12	2
1802	10	6
1803	273	60
1804	450	168
1805	190	84
1806	10	3
1807	438	167
1808	317	110
1809	175	37
1810	450	78
1811	403	140
1812	308	59
1813	150	57
1814	291	84
1815	237	79
1816	13	8
1817	237	84
1818	150	51
1819	315	95
1820	450	74
1821	217	81
1822	424	93
1823	353	115
1824	450	148
1825	264	25
1826	450	104
1827	9	4
1828	221	97
1829	150	7
1830	326	171
1831	150	41
1832	12	6
1833	150	36
1834	450	70
1835	230	42
1836	392	125
1837	450	139
1838	199	38
1839	272	13
1840	150	53
1841	13	6
1842	150	25
1843	405	161
1844	239	61
1845	337	205
1846	450	148
1847	12	8
1848	150	54
1849	167	52
1850	16	3
1851	150	18
1852	15	2
1853	8	2
1854	321	118
1855	428	179
1856	150	29
1857	350	108
1858	339	152
1859	332	56
1860	150	19
1861	271	67
1862	366	119
1863	435	121
1864	5	1
1865	215	105
1866	16	10
1867	450	80
1868	350	69
1869	401	144
1870	150	22
1871	150	24
1872	228	50
1873	241	93
1874	255	67
1875	150	51
1876	18	7
1877	7	3
1878	205	49
1879	150	20
1880	368	31
1881	350	118
1882	17	6
1883	257	105
1884	363	126
1885	369	96
1886	260	46
1887	9	4
1888	208	51
1889	249	82
1890	7	1
1891	362	80
1892	244	95
1893	395	143
1894	450	121
1895	150	36
1896	450	150
1897	421	80
1898	357	109
1899	8	3
1900	5	1
1901	348	138
1902	411	37
1903	298	82
1904	253	47
1905	13	6
1906	265	78
1907	150	47
1908	359	153
1909	400	111
1910	450	110
1911	249	77
1912	150	45
1913	450	165
1914	288	93
1915	16	5
1916	15	3
1917	171	30
1918	7	1
1919	450	80
1920	196	47
1921	150	33
1922	5	0
1923	425	104
1924	432	85
1925	430	128
1926	450	120
1927	219	67
1928	271	76
1929	152	62
1930	450	90
1931	295	131
1932	450	85
1933	150	25
1934	152	81
1935	150	45
1936	356	67
1937	152	28
1938	450	199
1939	12	8
1940	406	101
1941	447	73
1942	155	51
1943	286	99
1944	150	42
1945	150	36
1946	206	65
1947	404	132
1948	150	70
1949	268	75
1950	150	36
1951	190	67
1952	309	31
1953	269	35
1954	277	80
1955	21	3
1956	230	48
1957	252	70
1958	15	6
1959	20	2
1960	445	85
1961	450	186
1962	413	119
1963	282	82
1964	2	0
1965	150	57
1966	11	2
1967	8	4
1968	308	103
1969	316	48
1970	6	1
1971	441	140
1972	150	68
1973	177	52
1974	273	65
1975	350	90
1976	423	170
1977	5	1
1978	150	66
1979	301	73
1980	7	4
1981	450	134
1982	2	0
1983	163	17
1984	150	60
1985	366	159
1986	158	62
1987	305	128
1988	450	79
1989	354	83
1990	8	3
1991	150	48
1992	8	1
1993	150	49
1994	210	49
1995	245	72
1996	150	45
1997	6	0
1998	365	73
1999	150	60
2000	18	5
2001	367	133
2002	150	31
2003	322	111
2004	450	157
2005	150	85
2006	252	89
2007	323	124
2008	318	69
2009	377	114
2010	258	82
2011	150	24
2012	11	3
2013	16	4
2014	17	6
2015	243	49
2016	18	2
2017	330	35
2018	7	3
2019	349	113
2020	278	45
2021	7	1
2022	323	100
2023	281	42
2024	380	148
2025	450	166
2026	10	2
2027	150	43
2028	13	5
2029	150	0
2030	343	57
2031	241	72
2032	169	66
2033	399	133
2034	207	51
2035	266	43
2036	150	34
2037	296	88
2038	163	44
2039	450	143
2040	388	126
2041	312	101
2042	277	99
2043	379	162
2044	381	137
2045	292	27
2046	402	88
2047	10	2
2048	269	121
2049	398	53
2050	450	95
2051	16	3
2052	6	0
2053	444	147
2054	150	38
2055	260	56
2056	18	4
2057	450	108
2058	22	10
2059	354	79
2060	450	4
2061	379	157
2062	182	78
2063	297	84
2064	220	68
2065	154	30
2066	150	59
2067	202	0
2068	430	206
2069	150	61
2070	15	6
2071	150	51
2072	183	50
2073	10	6
2074	391	74
2075	260	33
2076	308	127
2077	11	4
2078	150	52
2079	180	50
2080	151	37
2081	355	77
2082	427	157
2083	293	41
2084	269	101
2085	150	45
2086	305	110
2087	8	4
2088	18	0
2089	11	5
2090	13	3
2091	380	94
2092	386	146
2093	328	76
2094	314	83
2095	450	110
2096	247	69
2097	17	5
2098	19	6
2099	440	46
2100	265	66
2101	248	54
2102	450	126
2103	450	106
2104	338	74
2105	150	74
2106	11	6
2107	373	99
2108	450	118
2109	206	70
2110	308	61
2111	3	1
2112	252	77
2113	344	133
2114	11	3
2115	5	2
2116	211	56
2117	181	55
2118	3	1
2119	11	2
2120	150	41
2121	450	184
2122	193	43
2123	372	121
2124	150	44
2125	11	2
2126	6	1
2127	445	76
2128	450	206
2129	3	1
2130	13	5
2131	347	83
2132	450	94
2133	385	19
2134	14	6
2135	359	73
2136	364	62
2137	365	55
2138	428	160
2139	450	113
